                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   compression_aux_loss,   compression_bpp_loss,       compression_loss,   compression_mse_loss,         val_total_loss,             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                0.74226,                0.77013,                 1.0274,                0.81683,                0.93515,                 1.0145,                0.59131,                0.95601,                0.89997,                0.72726,                 1.5651,                0.56176,                 23.835,                0.05342,                 27.631,                 2.8465,                 1.3803,                 3.2006,                 2.5984,                 2.0795,                 2.8099,             0.00033237,             0.00033237,             0.00033237
                     85,                0.92578,                0.91172,                 1.0605,                 1.0404,                0.93695,                 1.0593,                0.60209,                0.90748,                0.90306,                0.72851,                 1.5651,                0.56173,                  23.84,                0.05343,                 27.638,                 2.8396,                 1.3836,                 3.1941,                 2.6024,                 2.0637,                 2.8216,             0.00033134,             0.00033134,             0.00033134
                     86,                0.77131,                0.67805,                 1.0325,                0.82829,                0.86749,                 1.0221,                 0.5854,                0.91023,                0.90306,                0.71812,                 1.5651,                0.56173,                 23.836,                0.05342,                  27.63,                 2.8438,                 1.3857,                 3.1958,                 2.5935,                  2.076,                  2.804,             0.00033031,             0.00033031,             0.00033031
                     87,                0.89993,                0.89779,                 1.0606,                 1.0793,                  1.056,                  1.041,                0.57537,                0.95765,                0.89997,                0.71621,                 1.5651,                0.56173,                 23.835,                0.05342,                 27.633,                 2.8438,                 1.3851,                 3.1981,                 2.6016,                 2.0742,                 2.8197,             0.00032927,             0.00032927,             0.00032927
                     88,                0.80366,                 0.6979,                 1.0798,                0.96355,                0.84836,                 1.0839,                0.60397,                0.95755,                0.91872,                0.71655,                 1.5719,                0.56192,                 23.836,                0.05342,                 27.693,                 2.8625,                 1.4625,                 3.2136,                 2.7691,                 2.0267,                 2.9369,             0.00032824,             0.00032824,             0.00032824
                     89,                0.77664,                0.64562,                 1.0781,                0.91425,                0.75198,                 1.0733,                0.59987,                0.96051,                0.91017,                0.72038,                 1.5719,                0.56191,                 23.838,                0.05343,                 27.699,                 2.8665,                 1.4641,                 3.2074,                 2.7387,                 2.1292,                 2.8998,             0.00032721,             0.00032721,             0.00032721
                     90,                0.83615,                0.88209,                 1.0705,                0.98644,                 1.1759,                 1.0849,                0.60168,                 0.9557,                0.91135,                   0.72,                 1.5719,                0.56193,                 23.837,                0.05342,                 27.694,                 2.8616,                 1.4689,                 3.2091,                 2.7729,                 2.0236,                  2.941,             0.00032618,             0.00032618,             0.00032618
                     91,                0.88143,                0.72554,                 1.0534,                 1.0164,                0.88634,                0.99105,                0.61176,                0.95018,                0.91872,                0.71867,                 1.5719,                 0.5619,                 23.837,                0.05342,                 27.693,                 2.8634,                 1.4614,                 3.2142,                 2.7712,                  2.014,                 2.9402,             0.00032515,             0.00032515,             0.00032515
                     92,                0.70942,                0.60869,                 1.0106,                0.81598,                0.69724,                 1.0169,                0.59746,                  0.966,                0.91017,                0.72003,                 1.5719,                0.56191,                 23.837,                0.05342,                 27.697,                 2.8638,                  1.468,                 3.2101,                 2.7738,                 2.0409,                 2.9393,             0.00032411,             0.00032411,             0.00032411
                     93,                 0.8152,                0.75786,                 1.0653,                 0.9017,                0.97888,                 1.0808,                0.79882,                0.74101,                0.91991,                0.71152,                 1.5788,                0.56203,                 23.845,                0.05344,                 27.763,                 2.9026,                  1.607,                 3.2196,                 2.9053,                 1.9364,                  3.088,             0.00032308,             0.00032308,             0.00032308
                     94,                 0.8499,                0.66759,                 1.1357,                0.97424,                0.81683,                 1.1192,                0.79783,                0.75398,                0.92357,                 0.7184,                 1.5788,                0.56201,                 23.844,                0.05344,                  27.76,                 2.8984,                 1.5972,                 3.2265,                 2.9051,                 1.9259,                 3.0895,             0.00032205,             0.00032205,             0.00032205
                     95,                0.71945,                0.65887,                 1.0419,                0.85508,                0.83512,                 1.0479,                0.79888,                0.74075,                0.91991,                0.71152,                 1.5788,                0.56203,                 23.844,                0.05344,                  27.76,                 2.8963,                 1.6011,                 3.2231,                 2.9051,                  1.928,                 3.0895,             0.00032102,             0.00032102,             0.00032102
                     96,                0.79934,                0.76873,                 1.0359,                0.93052,                0.85621,                  1.029,                0.80164,                0.74888,                0.92357,                0.72387,                 1.5788,                0.56197,                 23.843,                0.05344,                 27.737,                 2.8846,                 1.5483,                 3.2141,                 2.8698,                 1.9338,                 3.0706,             0.00031998,             0.00031998,             0.00031998
                     97,                0.83064,                0.71275,                 1.0642,                 1.0818,                0.86654,                 1.0486,                0.79817,                0.75397,                0.92357,                0.71931,                 1.5788,                0.56201,                 23.846,                0.05344,                 27.761,                 2.8984,                 1.5998,                 3.2184,                 2.9017,                 1.9307,                  3.087,             0.00031895,             0.00031895,             0.00031895
                     98,                0.88304,                0.77177,                 1.0407,                 1.1051,                 1.0536,                 1.0122,                0.64168,                0.95674,                0.91991,                0.72028,                 1.5854,                0.56208,                 23.835,                0.05342,                  27.74,                 2.9082,                 1.5355,                 3.2378,                 2.9186,                 1.8939,                 3.1015,             0.00031792,             0.00031792,             0.00031792
                     99,                0.75337,                0.68332,                 1.0098,                0.99326,                0.94536,                 1.0262,                0.64234,                0.95665,                0.91991,                0.72486,                 1.5854,                0.56205,                 23.838,                0.05343,                 27.741,                 2.9056,                 1.5389,                 3.2326,                 2.9195,                 1.9035,                 3.0978,             0.00031689,             0.00031689,             0.00031689
                    100,                0.84823,                0.98982,                 1.0548,                  1.063,                 1.2186,                 1.0265,                0.63253,                0.96058,                0.91991,                0.72735,                 1.5854,                0.56207,                 23.835,                0.05342,                  27.74,                 2.9153,                 1.5342,                 3.2404,                 2.8662,                  2.018,                 3.0266,             0.00031586,             0.00031586,             0.00031586
                    101,                0.89402,                0.64024,                  1.093,                 1.0237,                0.76414,                 1.0876,                0.63263,                0.96187,                0.91991,                0.72735,                 1.5854,                0.56203,                 23.836,                0.05342,                 27.743,                  2.917,                  1.537,                 3.2401,                 2.8584,                 2.0455,                  3.024,             0.00031482,             0.00031482,             0.00031482
                    102,                0.68637,                0.53136,                0.98957,                0.83007,                0.56772,                 1.0139,                0.63879,                0.96341,                0.91991,                0.72788,                 1.5854,                0.56208,                 23.837,                0.05342,                 27.743,                 2.9071,                 1.5395,                 3.2337,                 2.8588,                 2.0343,                 3.0228,             0.00031379,             0.00031379,             0.00031379
                    103,                0.79237,                0.75182,                 1.0671,                0.86958,                0.79002,                  1.072,                0.63868,                0.96346,                0.91991,                 0.7276,                 1.5854,                0.56208,                 23.837,                0.05342,                 27.743,                 2.9049,                 1.5397,                 3.2339,                 2.8586,                 2.0339,                 3.0241,             0.00031276,             0.00031276,             0.00031276
                    104,                0.84968,                0.67263,                 1.1242,                0.98177,                0.85031,                 1.1612,                0.59171,                  0.977,                0.91694,                0.73179,                 1.5915,                0.56209,                 23.835,                0.05342,                 27.725,                 2.9451,                 1.5478,                 3.2444,                 2.8534,                 1.9278,                 3.0193,             0.00031173,             0.00031173,             0.00031173
                    105,                0.86432,                0.74384,                 1.0261,                 1.1032,                0.99832,                 1.0723,                 0.5913,                0.97511,                0.91694,                0.73366,                 1.5915,                0.56209,                 23.835,                0.05342,                 27.724,                 2.9436,                 1.5468,                 3.2453,                 2.8524,                 1.9216,                  3.018,              0.0003107,              0.0003107,              0.0003107
                    106,                0.91981,                  1.147,                  1.125,                0.99861,                 1.5141,                  1.096,                0.61067,                0.97322,                0.90839,                0.72589,                 1.5915,                0.56209,                 23.835,                0.05342,                 27.724,                 2.9362,                 1.5493,                 3.2418,                 2.8508,                 1.9292,                 3.0191,             0.00030966,             0.00030966,             0.00030966
                    107,                0.91727,                0.72827,                 1.0647,                 1.1919,                0.94663,                   1.06,                0.59214,                0.97652,                0.91694,                0.73179,                 1.5915,                0.56208,                  23.84,                0.05343,                 27.733,                  2.943,                 1.5453,                 3.2445,                 2.8499,                 1.9258,                 3.0198,             0.00030863,             0.00030863,             0.00030863
                    108,                0.71863,                0.59705,                0.96547,                0.76778,                0.72173,                 0.9522,                 0.5916,                0.97716,                0.90839,                0.72754,                 1.5915,                0.56209,                 23.835,                0.05342,                 27.724,                  2.944,                 1.5472,                 3.2436,                 2.8535,                  1.922,                 3.0201,              0.0003076,              0.0003076,              0.0003076
                    109,                0.82429,                 0.6574,                 1.0531,                  0.997,                0.85883,                  1.078,                0.65723,                0.93531,                0.90917,                0.70625,                 1.5969,                0.56197,                 23.832,                0.05341,                 27.713,                 2.9223,                 1.4544,                 3.2489,                 2.8801,                 1.9129,                 3.0779,             0.00030657,             0.00030657,             0.00030657
                    110,                0.92519,                 1.0684,                 1.1071,                 1.2938,                 1.5605,                 1.1376,                0.65785,                0.93281,                0.90917,                0.70664,                 1.5969,                0.56198,                 23.833,                0.05341,                 27.712,                 2.9214,                 1.4542,                 3.2451,                   2.88,                 1.9084,                 3.0779,             0.00030554,             0.00030554,             0.00030554
                    111,                0.77671,                0.72107,                  1.016,                0.96969,                0.96781,                 1.0365,                0.65734,                0.93282,                0.90917,                0.70715,                 1.5969,                  0.562,                  23.83,                0.05341,                 27.708,                 2.9225,                 1.4536,                 3.2459,                 2.8814,                 1.9095,                 3.0784,              0.0003045,              0.0003045,              0.0003045
                    112,                0.88137,                0.89493,                 1.0454,                 1.0037,                 1.0622,                 1.0449,                0.64492,                0.91899,                0.90472,                0.70661,                 1.5969,                0.56197,                 23.834,                0.05342,                 27.711,                 2.9217,                 1.4515,                 3.2462,                 2.8816,                 1.9066,                 3.0774,             0.00030347,             0.00030347,             0.00030347
                    113,                0.68313,                0.60208,                0.96888,                0.82946,                0.66072,                 1.0072,                0.65723,                0.93291,                0.90917,                0.70715,                 1.5969,                0.56197,                 23.831,                0.05341,                  27.71,                 2.9238,                 1.4548,                 3.2483,                 2.8818,                 1.9096,                 3.0793,             0.00030244,             0.00030244,             0.00030244
                    114,                0.81854,                0.77731,                 1.0446,                0.96929,                0.90438,                 1.0476,                0.65222,                0.97268,                0.89402,                0.70271,                 1.6027,                  0.562,                 23.833,                0.05342,                 27.721,                 2.9661,                 1.5058,                 3.2459,                 2.8179,                 2.0455,                  2.936,             0.00030141,             0.00030141,             0.00030141
